4.6
12.3
11.2
10.5
7.5
6.2
4
9.2
6.7
8.8
6.4
5.1
3.4
10.4
9.8
9.2
7.3
5
6.9
10.8
7.5
15
7.2
6.1
12.7
11.3
7.4
6
5.6
9.5
8.4
7
4.8
3.4
5.5
6.6
3.6
11.9
3.7
6.9
9.8
9.1
6
8.2
6.3
6.9
11.5
5.1
5.6
9.6
7.5
6.6
3.7
6.4
6.3
13.8
6.2
6.6
5
3.3
15.3
18.9
7.2
5
3.5
8.2
9.3
10.4
9.7
5.6
10.5
14.6
5.9
15
9.6
5.7
6.8
11.3
10.6
4.5
6.2
3.8
6
7.1
7
14.3
8
5.8
2.3
8.3
6.5
7.6
9.3
5.4
4.8
7.5
6
7.6
3.9
5.4
5.5
8.4
7.3
5.1
6.7
10.8
15.5
7.8
7
9.3
9.6
8.3
3.2
11.9
2.2
4.3
9
10.3
11.9
10.2
6.2
7.5
6.4
6.9
4.1
10.4
9.3
4.9
5
